SABIAN SBR1402 SBR 14" HI-HATS	 AUD $169
SABIAN SBR1606 SBR 16" CRASH	 AUD $129
SABIAN SBR1811 SBR 18" CRASH RIDE	 AUD $149
SABIAN SBR2012 SBR 20" RIDE	 AUD $169
SABIAN SR2 14" HI HATS	AUD $399	 AUD $279
SABIAN SR2 16" THIN CRASH CYMBAL	AUD $259	 AUD $189
SABIAN SR2 18" THIN CRASH	AUD $289	 AUD $199
SABIAN SR2 20" CHINA CYMBAL	AUD $339	 AUD $239
SABIAN SR2 20" THIN CRASH CYMBAL	AUD $339	 AUD $279
SABIAN SR2 21" THIN RIDE CYMBAL	AUD $369	 AUD $269
SABIAN XSR1807B 18" FAST CRASH XSR	AUD $399	 AUD $319
SABIAN XSR1816B 18" CHINESE XSR	AUD $399	 AUD $329
